carbon_dioxide (ppm);carbon_monoxide (ug/m3);nitrogen_dioxide (ug/m3);ozone (ug/m3);pm_10 (ug/m3);pm_2_5 (ug/m3);timestamp;latitude;longitude;device name
431;523;48;74;8;4;2023-03-23T15:15:00.000Z;40.64435;-8.64066;5e4eba1b4567aa006369da9f_monitar
431;523;48;74;8;4;2023-03-23T15:15:00.000Z;;;
412;416;50;72;9;4;2023-03-23T15:30:00.000Z;;;
534;475;51;71;9;5;2023-03-23T15:45:00.000Z;;;
590;610;57;58;18;8;2023-03-23T16:00:00.000Z;;;
501;402;59;59;9;5;2023-03-23T16:15:00.000Z;;;
431;356;51;68;10;5;2023-03-23T16:30:00.000Z;;;
426;307;56;64;33;13;2023-03-23T16:45:00.000Z;;;
402;299;58;63;16;7;2023-03-23T17:00:00.000Z;;;
578;360;71;52;10;5;2023-03-23T17:15:00.000Z;;;
516;350;63;55;8;4;2023-03-23T17:30:00.000Z;;;
444;341;67;52;11;6;2023-03-23T17:45:00.000Z;;;
500;357;60;53;19;9;2023-03-23T18:00:00.000Z;;;
570;496;73;44;13;6;2023-03-23T18:15:00.000Z;;;
466;536;76;37;19;9;2023-03-23T18:30:00.000Z;;;
405;508;68;46;17;8;2023-03-23T18:45:00.000Z;;;
512;446;63;47;13;7;2023-03-23T19:00:00.000Z;;;
420;442;64;48;17;8;2023-03-23T19:15:00.000Z;;;
450;406;64;45;15;8;2023-03-23T19:30:00.000Z;;;
445;377;57;49;16;8;2023-03-23T19:45:00.000Z;;;
425;369;53;51;15;8;2023-03-23T20:00:00.000Z;;;
418;413;64;45;12;6;2023-03-23T20:15:00.000Z;;;
417;432;61;48;10;5;2023-03-23T20:30:00.000Z;;;
424;386;54;55;10;5;2023-03-23T20:45:00.000Z;;;
420;379;59;52;10;5;2023-03-23T21:00:00.000Z;;;
420;379;54;53;10;5;2023-03-23T21:15:00.000Z;;;
414;389;54;54;10;5;2023-03-23T21:30:00.000Z;;;
410;364;57;54;10;5;2023-03-23T21:45:00.000Z;;;
416;1916;52;60;10;5;2023-03-23T22:00:00.000Z;;;
415;1323;51;57;9;5;2023-03-23T22:15:00.000Z;;;
413;676;54;58;9;5;2023-03-23T22:30:00.000Z;;;
418;629;51;60;8;5;2023-03-23T22:45:00.000Z;;;
420;564;48;63;7;4;2023-03-23T23:00:00.000Z;;;
414;529;53;59;6;4;2023-03-23T23:15:00.000Z;;;
411;493;49;61;5;3;2023-03-23T23:30:00.000Z;;;
413;470;53;59;4;3;2023-03-23T23:45:00.000Z;;;
423;442;55;58;4;2;2023-03-24T00:00:00.000Z;;;
417;368;35;72;3;2;2023-03-24T00:30:00.000Z;;;
406;336;35;73;3;2;2023-03-24T00:45:00.000Z;;;
408;314;33;73;3;2;2023-03-24T01:00:00.000Z;;;
419;299;33;73;2;2;2023-03-24T01:15:00.000Z;;;
418;308;32;70;3;2;2023-03-24T01:30:00.000Z;;;
411;270;33;73;2;1;2023-03-24T01:45:00.000Z;;;
399;255;33;74;3;2;2023-03-24T02:00:00.000Z;;;
399;252;33;72;3;2;2023-03-24T02:15:00.000Z;;;
410;253;32;69;4;2;2023-03-24T02:30:00.000Z;;;
402;237;33;72;3;2;2023-03-24T02:45:00.000Z;;;
408;234;33;69;3;2;2023-03-24T03:00:00.000Z;;;
404;222;33;70;2;1;2023-03-24T03:15:00.000Z;;;
401;207;34;72;2;1;2023-03-24T03:30:00.000Z;;;
408;209;33;71;1;0;2023-03-24T03:45:00.000Z;;;
401;206;31;73;1;0;2023-03-24T04:00:00.000Z;;;
403;211;30;71;2;1;2023-03-24T04:15:00.000Z;;;
407;211;29;71;2;1;2023-03-24T04:30:00.000Z;;;
402;208;29;71;3;2;2023-03-24T04:45:00.000Z;;;
396;199;29;72;5;3;2023-03-24T05:00:00.000Z;;;
411;198;29;70;5;3;2023-03-24T05:15:00.000Z;;;
394;191;29;72;6;4;2023-03-24T05:30:00.000Z;;;
395;197;29;71;6;4;2023-03-24T05:45:00.000Z;;;
399;193;31;72;5;3;2023-03-24T06:00:00.000Z;;;
392;187;31;74;4;2;2023-03-24T06:15:00.000Z;;;
399;184;30;69;3;2;2023-03-24T06:30:00.000Z;;;
395;189;31;72;2;1;2023-03-24T06:45:00.000Z;;;
407;211;41;60;3;2;2023-03-24T07:00:00.000Z;;;
408;279;75;33;4;2;2023-03-24T07:15:00.000Z;;;
405;379;67;39;3;2;2023-03-24T07:30:00.000Z;;;
399;268;51;53;5;2;2023-03-24T07:45:00.000Z;;;
409;706;53;47;11;5;2023-03-24T08:00:00.000Z;;;
413;423;44;58;4;2;2023-03-24T08:15:00.000Z;;;
413;435;49;54;5;2;2023-03-24T08:30:00.000Z;;;
400;503;48;60;5;2;2023-03-24T08:45:00.000Z;;;
415;706;53;54;7;3;2023-03-24T09:00:00.000Z;;;
415;618;47;65;12;4;2023-03-24T09:15:00.000Z;;;
415;618;47;65;12;4;2023-03-24T09:15:00.000Z;;;
432;796;51;61;10;4;2023-03-24T09:30:00.000Z;;;
432;796;51;61;10;4;2023-03-24T09:30:00.000Z;;;
396;453;34;75;6;3;2023-03-24T09:45:00.000Z;;;
395;381;36;76;6;2;2023-03-24T10:00:00.000Z;;;
403;413;38;74;6;3;2023-03-24T10:15:00.000Z;;;
393;372;36;78;7;4;2023-03-24T10:30:00.000Z;;;
391;299;40;77;7;3;2023-03-24T10:45:00.000Z;;;
416;342;53;73;10;5;2023-03-24T11:00:00.000Z;;;
408;506;52;67;9;4;2023-03-24T11:15:00.000Z;;;
412;489;50;69;9;4;2023-03-24T11:30:00.000Z;;;
406;534;46;68;10;5;2023-03-24T11:45:00.000Z;;;
394;356;37;78;9;4;2023-03-24T12:00:00.000Z;;;
394;356;37;78;9;4;2023-03-24T12:00:00.000Z;;;
393;345;32;77;8;4;2023-03-24T12:30:00.000Z;;;
393;337;31;79;8;4;2023-03-24T12:45:00.000Z;;;
396;276;34;80;10;5;2023-03-24T13:00:00.000Z;;;
411;312;27;81;9;5;2023-03-24T13:15:00.000Z;;;
416;339;31;78;11;6;2023-03-24T13:30:00.000Z;;;
457;266;28;86;10;5;2023-03-24T13:45:00.000Z;;;
457;266;28;86;10;5;2023-03-24T13:45:00.000Z;;;
432;289;38;82;12;6;2023-03-24T14:00:00.000Z;;;
388;335;32;85;10;5;2023-03-24T14:15:00.000Z;;;
389;428;35;86;12;6;2023-03-24T14:30:00.000Z;;;
417;394;35;83;13;6;2023-03-24T14:45:00.000Z;;;
434;397;40;81;11;6;2023-03-24T15:00:00.000Z;;;
413;402;38;77;13;6;2023-03-24T15:15:00.000Z;;;
413;402;38;77;13;6;2023-03-24T15:15:00.000Z;;;
508;252;29;87;11;6;2023-03-24T15:30:00.000Z;;;
399;224;30;90;11;6;2023-03-24T15:45:00.000Z;;;
440;359;38;76;11;6;2023-03-24T16:00:00.000Z;;;
468;279;32;90;10;5;2023-03-24T16:15:00.000Z;;;
404;221;33;92;10;5;2023-03-24T16:30:00.000Z;;;
417;256;40;87;11;6;2023-03-24T16:45:00.000Z;;;
402;680;37;89;11;6;2023-03-24T17:00:00.000Z;;;
522;1107;52;69;14;7;2023-03-24T17:15:00.000Z;;;
453;975;56;71;13;7;2023-03-24T17:30:00.000Z;;;
433;729;52;75;14;7;2023-03-24T17:45:00.000Z;;;
405;369;44;81;12;6;2023-03-24T18:00:00.000Z;;;
401;419;45;81;12;7;2023-03-24T18:15:00.000Z;;;
407;330;51;77;13;8;2023-03-24T18:30:00.000Z;;;
400;407;51;74;15;8;2023-03-24T18:45:00.000Z;;;
395;409;63;65;18;10;2023-03-24T19:00:00.000Z;;;
385;359;56;71;18;10;2023-03-24T19:15:00.000Z;;;
391;367;48;76;18;11;2023-03-24T19:30:00.000Z;;;
399;503;57;62;21;12;2023-03-24T19:45:00.000Z;;;
392;451;49;69;20;11;2023-03-24T20:00:00.000Z;;;
393;422;45;72;20;12;2023-03-24T20:30:00.000Z;;;
396;416;42;76;25;14;2023-03-24T20:45:00.000Z;;;
394;362;41;76;20;12;2023-03-24T21:00:00.000Z;;;
393;322;37;80;24;15;2023-03-24T21:15:00.000Z;;;
392;380;42;72;24;15;2023-03-24T21:30:00.000Z;;;
390;412;43;70;23;14;2023-03-24T21:45:00.000Z;;;
394;396;41;71;24;15;2023-03-24T22:00:00.000Z;;;
397;394;41;71;26;16;2023-03-24T22:15:00.000Z;;;
406;648;50;53;33;20;2023-03-24T22:30:00.000Z;;;
410;900;47;52;34;21;2023-03-24T22:45:00.000Z;;;
403;654;42;62;32;20;2023-03-24T23:00:00.000Z;;;
403;637;43;61;38;24;2023-03-24T23:15:00.000Z;;;
405;610;47;54;38;24;2023-03-24T23:30:00.000Z;;;
404;577;49;54;32;20;2023-03-24T23:45:00.000Z;;;
420;707;54;34;40;26;2023-03-25T00:00:00.000Z;;;
406;574;36;56;33;21;2023-03-25T00:15:00.000Z;;;
408;551;43;51;33;22;2023-03-25T00:30:00.000Z;;;
408;592;41;45;30;19;2023-03-25T00:45:00.000Z;;;
406;612;45;45;29;18;2023-03-25T01:00:00.000Z;;;
397;699;40;55;26;16;2023-03-25T01:15:00.000Z;;;
398;513;35;65;23;14;2023-03-25T01:30:00.000Z;;;
404;429;35;65;23;14;2023-03-25T01:45:00.000Z;;;
401;530;34;53;23;14;2023-03-25T02:00:00.000Z;;;
394;427;33;70;21;13;2023-03-25T02:15:00.000Z;;;
395;334;31;68;20;12;2023-03-25T02:30:00.000Z;;;
401;472;39;54;23;14;2023-03-25T02:45:00.000Z;;;
394;331;28;68;20;12;2023-03-25T03:00:00.000Z;;;
394;415;35;64;19;12;2023-03-25T03:15:00.000Z;;;
393;313;26;73;18;11;2023-03-25T03:30:00.000Z;;;
392;313;29;72;19;12;2023-03-25T03:45:00.000Z;;;
391;337;27;69;17;10;2023-03-25T04:00:00.000Z;;;
391;329;28;69;18;11;2023-03-25T04:15:00.000Z;;;
396;269;29;68;17;10;2023-03-25T04:30:00.000Z;;;
405;322;26;71;17;10;2023-03-25T04:45:00.000Z;;;
402;291;29;67;17;10;2023-03-25T05:00:00.000Z;;;
404;260;25;65;17;10;2023-03-25T05:15:00.000Z;;;
397;259;26;70;16;10;2023-03-25T05:30:00.000Z;;;
398;238;25;72;16;9;2023-03-25T05:45:00.000Z;;;
396;226;25;73;16;10;2023-03-25T06:00:00.000Z;;;
393;241;26;70;15;9;2023-03-25T06:15:00.000Z;;;
398;233;30;65;15;9;2023-03-25T06:30:00.000Z;;;
406;279;31;53;16;9;2023-03-25T06:45:00.000Z;;;
399;223;30;56;16;10;2023-03-25T07:00:00.000Z;;;
394;216;34;65;17;10;2023-03-25T07:15:00.000Z;;;
399;233;43;59;17;10;2023-03-25T07:30:00.000Z;;;
408;271;57;50;17;10;2023-03-25T07:45:00.000Z;;;
400;265;38;63;18;11;2023-03-25T08:00:00.000Z;;;
401;281;38;59;32;21;2023-03-25T08:15:00.000Z;;;
388;288;41;69;20;12;2023-03-25T08:30:00.000Z;;;
390;214;29;82;17;10;2023-03-25T08:45:00.000Z;;;
389;341;51;65;19;12;2023-03-25T09:00:00.000Z;;;
401;430;52;63;21;12;2023-03-25T09:15:00.000Z;;;
412;1590;68;40;21;12;2023-03-25T09:30:00.000Z;;;
411;1414;62;53;21;12;2023-03-25T09:45:00.000Z;;;
385;760;45;77;20;12;2023-03-25T10:00:00.000Z;;;
397;753;50;69;20;10;2023-03-25T10:15:00.000Z;;;
400;671;56;67;24;12;2023-03-25T10:30:00.000Z;;;
388;566;44;73;14;8;2023-03-25T10:45:00.000Z;;;
394;392;49;79;19;10;2023-03-25T11:00:00.000Z;;;
396;485;55;73;17;10;2023-03-25T11:15:00.000Z;;;
389;351;50;87;16;9;2023-03-25T11:30:00.000Z;;;
389;390;52;81;16;9;2023-03-25T11:45:00.000Z;;;
388;354;49;82;17;9;2023-03-25T12:00:00.000Z;;;
391;372;53;75;15;9;2023-03-25T12:15:00.000Z;;;
391;358;52;77;15;9;2023-03-25T12:30:00.000Z;;;
393;352;46;83;16;9;2023-03-25T12:45:00.000Z;;;
398;378;51;78;19;10;2023-03-25T13:00:00.000Z;;;
386;278;45;88;17;9;2023-03-25T13:15:00.000Z;;;
386;342;59;74;14;8;2023-03-25T13:30:00.000Z;;;
389;308;46;82;14;8;2023-03-25T13:45:00.000Z;;;
390;322;52;77;15;8;2023-03-25T14:00:00.000Z;;;
395;407;74;59;13;7;2023-03-25T14:15:00.000Z;;;
396;516;73;54;15;8;2023-03-25T14:30:00.000Z;;;
392;471;62;63;15;8;2023-03-25T14:45:00.000Z;;;
401;447;70;56;14;7;2023-03-25T15:00:00.000Z;;;
392;400;72;59;13;7;2023-03-25T15:15:00.000Z;;;
395;416;79;55;16;8;2023-03-25T15:30:00.000Z;;;
391;362;58;74;12;6;2023-03-25T15:45:00.000Z;;;
391;342;58;74;29;13;2023-03-25T16:00:00.000Z;;;
391;324;57;76;12;7;2023-03-25T16:15:00.000Z;;;
390;290;53;82;14;7;2023-03-25T16:30:00.000Z;;;
396;341;54;74;13;7;2023-03-25T16:45:00.000Z;;;
390;322;40;76;12;7;2023-03-25T17:00:00.000Z;;;
395;307;39;77;13;7;2023-03-25T17:15:00.000Z;;;
390;325;39;72;11;6;2023-03-25T17:30:00.000Z;;;
385;317;42;70;11;6;2023-03-25T17:45:00.000Z;;;
391;441;48;63;10;5;2023-03-25T18:00:00.000Z;;;
394;352;52;62;9;5;2023-03-25T18:15:00.000Z;;;
389;331;47;70;10;6;2023-03-25T18:30:00.000Z;;;
393;335;66;59;12;7;2023-03-25T18:45:00.000Z;;;
390;435;62;59;10;6;2023-03-25T19:00:00.000Z;;;
393;411;72;51;17;10;2023-03-25T19:15:00.000Z;;;
399;534;68;51;20;10;2023-03-25T19:30:00.000Z;;;
393;432;78;48;14;8;2023-03-25T19:45:00.000Z;;;
389;402;63;58;14;7;2023-03-25T20:00:00.000Z;;;
388;412;55;59;13;7;2023-03-25T20:30:00.000Z;;;
390;373;54;65;12;7;2023-03-25T20:45:00.000Z;;;
396;423;53;62;16;10;2023-03-25T21:00:00.000Z;;;
393;432;54;63;16;9;2023-03-25T21:15:00.000Z;;;
398;470;59;55;19;11;2023-03-25T21:30:00.000Z;;;
394;412;57;62;14;8;2023-03-25T21:45:00.000Z;;;
393;386;52;63;12;7;2023-03-25T22:00:00.000Z;;;
397;492;55;57;14;8;2023-03-25T22:15:00.000Z;;;
394;491;48;63;14;8;2023-03-25T22:30:00.000Z;;;
393;435;45;66;13;8;2023-03-25T22:45:00.000Z;;;
394;407;44;65;11;7;2023-03-25T23:00:00.000Z;;;
395;426;44;62;14;8;2023-03-25T23:15:00.000Z;;;
393;513;43;61;12;7;2023-03-25T23:30:00.000Z;;;
395;394;40;64;12;7;2023-03-25T23:45:00.000Z;;;
395;343;39;66;10;7;2023-03-26T00:00:00.000Z;;;
394;330;38;65;9;6;2023-03-26T00:15:00.000Z;;;
394;310;38;66;8;5;2023-03-26T00:30:00.000Z;;;
394;311;36;65;7;4;2023-03-26T00:45:00.000Z;;;
395;295;35;67;5;3;2023-03-26T01:00:00.000Z;;;
391;289;33;65;4;2;2023-03-26T01:15:00.000Z;;;
390;273;34;67;4;2;2023-03-26T01:30:00.000Z;;;
390;252;35;69;4;2;2023-03-26T01:45:00.000Z;;;
389;236;36;70;4;2;2023-03-26T02:00:00.000Z;;;
390;223;36;70;2;1;2023-03-26T02:15:00.000Z;;;
384;188;30;80;1;0;2023-03-26T02:30:00.000Z;;;
385;175;27;84;1;0;2023-03-26T02:45:00.000Z;;;
384;166;24;85;1;0;2023-03-26T03:00:00.000Z;;;
385;162;24;85;1;0;2023-03-26T03:15:00.000Z;;;
388;164;25;84;1;0;2023-03-26T03:30:00.000Z;;;
386;168;23;85;2;1;2023-03-26T03:45:00.000Z;;;
384;146;19;90;2;1;2023-03-26T04:00:00.000Z;;;
384;146;19;90;2;1;2023-03-26T04:00:00.000Z;;;
386;140;18;88;2;1;2023-03-26T04:15:00.000Z;;;
385;132;19;92;3;1;2023-03-26T04:30:00.000Z;;;
385;143;20;86;2;1;2023-03-26T04:45:00.000Z;;;
387;140;20;84;2;1;2023-03-26T05:00:00.000Z;;;
386;136;20;84;3;2;2023-03-26T05:15:00.000Z;;;
388;139;22;82;3;2;2023-03-26T05:30:00.000Z;;;
387;144;23;81;3;2;2023-03-26T05:45:00.000Z;;;
390;161;27;77;4;2;2023-03-26T06:00:00.000Z;;;
388;171;26;73;3;2;2023-03-26T06:15:00.000Z;;;
389;166;25;73;4;2;2023-03-26T06:30:00.000Z;;;
392;178;28;72;4;2;2023-03-26T06:45:00.000Z;;;
393;189;30;66;10;6;2023-03-26T07:00:00.000Z;;;
389;179;29;68;6;3;2023-03-26T07:15:00.000Z;;;
383;176;30;63;5;3;2023-03-26T07:30:00.000Z;;;
383;178;30;67;7;4;2023-03-26T07:45:00.000Z;;;
383;178;29;72;6;4;2023-03-26T08:00:00.000Z;;;
383;162;23;83;6;3;2023-03-26T08:15:00.000Z;;;
384;171;26;82;6;4;2023-03-26T08:30:00.000Z;;;
405;368;36;70;8;4;2023-03-26T08:45:00.000Z;;;
380;392;29;84;8;4;2023-03-26T09:00:00.000Z;;;
379;173;25;96;7;4;2023-03-26T09:15:00.000Z;;;
379;175;26;98;8;4;2023-03-26T09:30:00.000Z;;;
373;154;23;99;7;4;2023-03-26T09:45:00.000Z;;;
385;202;20;92;7;4;2023-03-26T10:00:00.000Z;;;
399;347;32;76;10;5;2023-03-26T10:15:00.000Z;;;
381;227;32;90;8;4;2023-03-26T10:30:00.000Z;;;
383;231;27;88;8;4;2023-03-26T10:45:00.000Z;;;
382;229;36;92;8;4;2023-03-26T11:00:00.000Z;;;
382;156;30;98;8;4;2023-03-26T11:15:00.000Z;;;
381;194;35;94;9;5;2023-03-26T11:30:00.000Z;;;
378;267;40;87;8;5;2023-03-26T11:45:00.000Z;;;
378;188;34;95;8;4;2023-03-26T12:00:00.000Z;;;
381;242;30;89;8;4;2023-03-26T12:15:00.000Z;;;
380;159;28;98;8;5;2023-03-26T12:30:00.000Z;;;
380;162;31;95;8;4;2023-03-26T12:45:00.000Z;;;
380;165;30;97;8;4;2023-03-26T13:00:00.000Z;;;
382;338;39;84;10;5;2023-03-26T13:15:00.000Z;;;
382;245;40;88;8;4;2023-03-26T13:30:00.000Z;;;
379;185;34;98;8;4;2023-03-26T13:45:00.000Z;;;
380;165;31;98;7;4;2023-03-26T14:00:00.000Z;;;
380;155;27;100;8;5;2023-03-26T14:15:00.000Z;;;
380;158;30;100;7;4;2023-03-26T14:30:00.000Z;;;
382;171;25;97;7;4;2023-03-26T14:45:00.000Z;;;
381;145;23;100;8;4;2023-03-26T15:00:00.000Z;;;
381;140;18;100;6;4;2023-03-26T15:15:00.000Z;;;
380;140;21;98;7;4;2023-03-26T15:30:00.000Z;;;
380;141;23;97;7;4;2023-03-26T15:45:00.000Z;;;
382;133;24;98;7;4;2023-03-26T16:00:00.000Z;;;
382;135;16;100;7;3;2023-03-26T16:15:00.000Z;;;
380;123;19;102;7;4;2023-03-26T16:30:00.000Z;;;
381;129;21;101;7;4;2023-03-26T16:45:00.000Z;;;
380;154;26;100;8;4;2023-03-26T17:00:00.000Z;;;
380;143;27;102;8;4;2023-03-26T17:15:00.000Z;;;
379;153;33;101;9;5;2023-03-26T17:30:00.000Z;;;
380;173;37;98;9;5;2023-03-26T17:45:00.000Z;;;
379;163;35;101;9;5;2023-03-26T18:00:00.000Z;;;
377;173;37;97;9;5;2023-03-26T18:15:00.000Z;;;
374;173;36;99;9;5;2023-03-26T18:30:00.000Z;;;
376;242;45;89;10;6;2023-03-26T18:45:00.000Z;;;
375;209;40;95;14;8;2023-03-26T19:00:00.000Z;;;
374;280;43;88;16;9;2023-03-26T19:15:00.000Z;;;
374;325;47;80;19;12;2023-03-26T19:30:00.000Z;;;
373;282;42;91;21;13;2023-03-26T19:45:00.000Z;;;
375;307;41;85;21;13;2023-03-26T20:15:00.000Z;;;
374;287;37;95;18;11;2023-03-26T20:30:00.000Z;;;
378;296;35;93;21;13;2023-03-26T20:45:00.000Z;;;
380;286;34;94;18;11;2023-03-26T21:00:00.000Z;;;
381;272;32;96;17;10;2023-03-26T21:15:00.000Z;;;
381;269;31;93;16;10;2023-03-26T21:30:00.000Z;;;
380;262;31;93;16;10;2023-03-26T21:45:00.000Z;;;
379;260;31;94;18;11;2023-03-26T22:00:00.000Z;;;
377;266;30;95;17;10;2023-03-26T22:30:00.000Z;;;
378;279;30;90;16;9;2023-03-26T22:45:00.000Z;;;
381;285;29;79;15;9;2023-03-26T23:00:00.000Z;;;
380;271;30;80;15;9;2023-03-26T23:15:00.000Z;;;
384;272;28;77;14;9;2023-03-26T23:30:00.000Z;;;
380;241;22;91;13;8;2023-03-26T23:45:00.000Z;;;
386;249;24;88;14;9;2023-03-27T00:00:00.000Z;;;
385;240;25;87;14;9;2023-03-27T00:15:00.000Z;;;
388;257;25;85;16;10;2023-03-27T00:30:00.000Z;;;
384;272;25;86;16;10;2023-03-27T00:45:00.000Z;;;
385;253;24;83;14;9;2023-03-27T01:00:00.000Z;;;
384;232;24;86;13;8;2023-03-27T01:15:00.000Z;;;
384;227;23;83;11;7;2023-03-27T01:30:00.000Z;;;
386;202;23;87;12;7;2023-03-27T01:45:00.000Z;;;
384;207;25;83;11;7;2023-03-27T02:00:00.000Z;;;
383;198;27;87;11;6;2023-03-27T02:15:00.000Z;;;
383;188;25;86;11;6;2023-03-27T02:30:00.000Z;;;
378;178;26;91;11;6;2023-03-27T02:45:00.000Z;;;
376;192;28;80;11;6;2023-03-27T03:00:00.000Z;;;
377;198;27;81;10;6;2023-03-27T03:15:00.000Z;;;
374;168;22;92;10;6;2023-03-27T03:30:00.000Z;;;
376;157;25;90;9;5;2023-03-27T03:45:00.000Z;;;
376;169;23;92;10;6;2023-03-27T04:00:00.000Z;;;
376;169;23;92;10;6;2023-03-27T04:00:00.000Z;;;
378;160;23;92;10;6;2023-03-27T04:15:00.000Z;;;
375;169;21;91;9;5;2023-03-27T04:30:00.000Z;;;
377;144;25;87;8;5;2023-03-27T05:00:00.000Z;;;
372;150;25;91;8;4;2023-03-27T05:15:00.000Z;;;
372;138;25;92;8;4;2023-03-27T05:30:00.000Z;;;
373;151;22;93;8;4;2023-03-27T05:45:00.000Z;;;
375;144;25;88;8;4;2023-03-27T06:00:00.000Z;;;
375;144;25;88;8;4;2023-03-27T06:00:00.000Z;;;
374;145;27;87;7;4;2023-03-27T06:15:00.000Z;;;
375;165;26;87;8;4;2023-03-27T06:30:00.000Z;;;
373;148;27;93;8;4;2023-03-27T06:45:00.000Z;;;
376;163;26;92;8;4;2023-03-27T07:00:00.000Z;;;
375;169;27;91;8;4;2023-03-27T07:15:00.000Z;;;
375;176;28;91;8;4;2023-03-27T07:30:00.000Z;;;
375;176;28;91;8;4;2023-03-27T07:45:00.000Z;;;
374;182;27;92;9;5;2023-03-27T08:00:00.000Z;;;
373;166;27;94;8;4;2023-03-27T08:15:00.000Z;;;
375;164;26;95;8;5;2023-03-27T08:30:00.000Z;;;
373;157;27;97;9;5;2023-03-27T08:45:00.000Z;;;
373;150;26;97;9;5;2023-03-27T09:00:00.000Z;;;
373;143;23;101;11;5;2023-03-27T09:15:00.000Z;;;
373;148;26;100;8;4;2023-03-27T09:30:00.000Z;;;
371;142;22;103;8;4;2023-03-27T09:45:00.000Z;;;
369;167;24;102;7;4;2023-03-27T10:00:00.000Z;;;
366;162;25;103;8;4;2023-03-27T10:15:00.000Z;;;
370;168;22;102;8;5;2023-03-27T10:30:00.000Z;;;
371;156;29;102;8;4;2023-03-27T10:45:00.000Z;;;
373;155;30;104;7;4;2023-03-27T11:00:00.000Z;;;
373;150;29;104;7;4;2023-03-27T11:15:00.000Z;;;
370;150;28;104;6;3;2023-03-27T11:30:00.000Z;;;
371;144;26;104;6;3;2023-03-27T11:45:00.000Z;;;
368;157;26;104;5;3;2023-03-27T12:00:00.000Z;;;
368;130;24;106;7;3;2023-03-27T12:15:00.000Z;;;
364;135;27;107;5;3;2023-03-27T12:30:00.000Z;;;
363;132;24;108;5;3;2023-03-27T12:45:00.000Z;;;
371;142;28;105;6;3;2023-03-27T13:00:00.000Z;;;
362;138;18;107;4;2;2023-03-27T13:15:00.000Z;;;
358;143;25;106;4;2;2023-03-27T13:30:00.000Z;;;
360;134;22;107;6;3;2023-03-27T13:45:00.000Z;;;
362;272;29;90;5;2;2023-03-27T14:00:00.000Z;;;
365;330;42;83;5;2;2023-03-27T14:15:00.000Z;;;
361;231;31;97;4;2;2023-03-27T14:30:00.000Z;;;
378;184;28;103;7;3;2023-03-27T14:45:00.000Z;;;
371;195;36;94;6;3;2023-03-27T15:00:00.000Z;;;
363;234;36;96;5;2;2023-03-27T15:15:00.000Z;;;
363;136;23;113;4;2;2023-03-27T15:30:00.000Z;;;
386;172;35;102;5;2;2023-03-27T15:45:00.000Z;;;
357;164;35;102;4;2;2023-03-27T16:00:00.000Z;;;
358;147;27;113;4;2;2023-03-27T16:15:00.000Z;;;
364;209;45;95;6;3;2023-03-27T16:30:00.000Z;;;
384;242;54;84;6;3;2023-03-27T16:45:00.000Z;;;
381;220;58;84;4;2;2023-03-27T17:00:00.000Z;;;
365;253;50;90;6;3;2023-03-27T17:15:00.000Z;;;
364;299;54;85;6;3;2023-03-27T17:30:00.000Z;;;
366;225;46;94;6;3;2023-03-27T17:45:00.000Z;;;
374;297;68;65;7;3;2023-03-27T18:00:00.000Z;;;
386;307;78;59;8;4;2023-03-27T18:15:00.000Z;;;
368;270;63;78;8;5;2023-03-27T18:30:00.000Z;;;
367;287;70;77;10;6;2023-03-27T18:45:00.000Z;;;
370;326;90;73;15;9;2023-03-27T19:00:00.000Z;;;
375;378;106;61;15;9;2023-03-27T19:15:00.000Z;;;
387;432;110;49;16;10;2023-03-27T19:30:00.000Z;;;
375;393;88;71;17;11;2023-03-27T19:45:00.000Z;;;
374;354;74;87;17;10;2023-03-27T20:00:00.000Z;;;
373;356;69;89;16;10;2023-03-27T20:15:00.000Z;;;
375;334;67;90;16;9;2023-03-27T20:30:00.000Z;;;
374;343;65;92;17;10;2023-03-27T20:45:00.000Z;;;
371;339;57;101;15;9;2023-03-27T21:00:00.000Z;;;
374;313;53;102;15;9;2023-03-27T21:15:00.000Z;;;
374;313;52;102;15;9;2023-03-27T21:30:00.000Z;;;
375;307;51;100;15;9;2023-03-27T21:45:00.000Z;;;
381;353;56;85;16;10;2023-03-27T22:00:00.000Z;;;
379;341;54;87;17;10;2023-03-27T22:15:00.000Z;;;
372;342;48;89;14;8;2023-03-27T22:30:00.000Z;;;
374;328;45;92;14;8;2023-03-27T22:45:00.000Z;;;
384;447;62;65;16;10;2023-03-27T23:00:00.000Z;;;
416;858;87;27;29;19;2023-03-27T23:15:00.000Z;;;
390;445;48;69;20;12;2023-03-27T23:45:00.000Z;;;
394;451;48;62;22;14;2023-03-28T00:00:00.000Z;;;
385;436;46;62;20;13;2023-03-28T00:15:00.000Z;;;
384;418;39;71;18;11;2023-03-28T00:30:00.000Z;;;
378;264;39;92;17;10;2023-03-26T20:00:00.000Z;;;
384;418;39;71;18;11;2023-03-28T00:30:00.000Z;;;
377;524;40;67;16;10;2023-03-28T00:45:00.000Z;;;
382;432;38;68;17;10;2023-03-28T01:00:00.000Z;;;
382;480;37;64;16;10;2023-03-28T01:15:00.000Z;;;
372;284;18;79;10;6;2023-03-28T01:30:00.000Z;;;
373;205;10;89;9;6;2023-03-28T01:45:00.000Z;;;
370;188;11;89;10;6;2023-03-28T02:00:00.000Z;;;
374;239;14;83;9;6;2023-03-28T02:15:00.000Z;;;
375;215;17;79;9;6;2023-03-28T02:30:00.000Z;;;
